Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
"Prevalence, Antimicrobial Resistance, and Relatedness of Salmonella Isolated from Chickens and Pigs on Farms, Abattoirs, and Markets in Sichuan Province, China",,10.1089/fpd.2016.2264,True,Prevalence_ Antimicrobial Resistance_ and Relatedness of Salmonella Isolated from Chickens and Pigs on Farms_ Abattoirs_ and Markets in Sichuan Province_ China.pdf,2017,,Mary Ann Liebert Inc,True,SciHub,Suzhen Ma and Changwei Lei and Linghan Kong and Wei Jiang and Bihui Liu and Shuai Men and Yanxian Yang and Guangyang Cheng and Yanpeng Chen and Hongning Wang
"Occurrence and Antibiotic Susceptibility ofListeriaSpecies andStaphylococcus aureusin Cattle Slaughterhouses of Kerala, South India",,10.1089/fpd.2017.2293,True,Occurrence and Antibiotic Susceptibility ofListeriaSpecies andStaphylococcus aureusin Cattle Slaughterhouses of Kerala_ South India.pdf,2017,,Mary Ann Liebert Inc,True,SciHub,Tanuja K.G.M. Gowda and Latha C. and Sunil B. and Inge Van Damme
"Detection and Molecular Characterization of Methicillin-ResistantStaphylococcus aureusfrom Table Eggs in Haripur, Pakistan",,10.1089/fpd.2017.2336,True,Detection and Molecular Characterization of Methicillin-ResistantStaphylococcus aureusfrom Table Eggs in Haripur_ Pakistan.pdf,2018,,Mary Ann Liebert Inc,True,SciHub,Muhammad Ali Syed and Syeda Hala Hussain Shah and Yasmin Sherafzal and Syed Shafi-ur-Rehman and Mushtaq Ahmed Khan and John B. Barrett and Tiffanie A. Woodley and Bushra Jamil and Shahid Ahmad Abbasi and Charlene R. Jackson
,,10.1089/fpd.2017.2344.,False,none.pdf,,,,True,SciHub,
Virulence Genes and Antimicrobial Resistance inEscherichia colifrom Cheese Made from Unpasteurized Milk in Brazil,,10.1089/fpd.2017.2345,True,Virulence Genes and Antimicrobial Resistance inEscherichia colifrom Cheese Made from Unpasteurized Milk in Brazil.pdf,2018,,Mary Ann Liebert Inc,True,SciHub,Anna C.L.P. de Campos and Juan J. Pu{\~{n}}o-Sarmiento and Leonardo P. Medeiros and Lu{\'{\i}}s E.S. Gazal and Renato Pariz Maluta and Armando Navarro and Renata K.T. Kobayashi and Eder P. Fagan and Gerson Nakazato
"Escherichia coliO26 and O113:H21 on Carcasses and Beef from a Slaughterhouse Located in Mato Grosso, Brazil",,10.1089/fpd.2018.2431,True,Escherichia coliO26 and O113_H21 on Carcasses and Beef from a Slaughterhouse Located in Mato Grosso_ Brazil.pdf,2018,,Mary Ann Liebert Inc,True,SciHub,Elis Caroline Celestina dos Santos and Vinicius Silva Castro and Adelino Cunha-Neto and Luis Fernando dos Santos and Deyse Christina Vallim and Rodrigo de Castro Lisb{\^{o}}a and Ricardo C{\'{e}}sar Tavares Carvalho and Carlos Adam Conte Junior and Eduardo Eust{\'{a}}quio de Souza Figueiredo
"Prevalence and Antimicrobial Resistance of Salmonella in Pork, Chicken, and Duck from Retail Markets of China",,10.1089/fpd.2018.2510,True,Prevalence and Antimicrobial Resistance of Salmonella in Pork_ Chicken_ and Duck from Retail Markets of China.pdf,2019,,Mary Ann Liebert Inc,True,SciHub,Yan-Bing Zeng and Li-Gen Xiong and Mei-Fang Tan and Hai-Qin Li and Han Yan and Li Zhang and De-Feng Yin and Zhao-Feng Kang and Qi-Peng Wei and Lin-Guang Luo
Carriage of Antibiotic-ResistantEscherichia coliAmong Healthy Children and Home-Raised Chickens: A Household Study in a Resource-Limited Setting,,10.1089/mdr.2011.0003,True,Carriage of Antibiotic-ResistantEscherichia coliAmong Healthy Children and Home-Raised Chickens_ A Household Study in a Resource-Limited Setting.pdf,2012,,Mary Ann Liebert Inc,True,SciHub,Eleonora Riccobono and Lucia Pallecchi and Antonia Mantella and Filippo Bartalesi and Ignacio Chavez Zeballos and Christian Trigoso and Ana Liz Villagran and Alessandro Bartoloni and Gian Maria Rossolini
"Prevalence and Characterization of Cefotaxime and Ciprofloxacin Co-ResistantEscherichia coliIsolates in Retail Chicken Carcasses and Ground Pork, China",,10.1089/mdr.2012.0224,True,Prevalence and Characterization of Cefotaxime and Ciprofloxacin Co-ResistantEscherichia coliIsolates in Retail Chicken Carcasses and Ground Pork_ China.pdf,2014,,Mary Ann Liebert Inc,True,SciHub,Xiao Xu and Shenghui Cui and Fenglan Zhang and Yanping Luo and Yihai Gu and Baowei Yang and Fengqin Li and Qian Chen and Gang Zhou and Yeru Wang and Lu Pang and Lan Lin
"Prevalence and Antimicrobial Resistance inEscherichia colifrom Food Animals in Lagos, Nigeria",,10.1089/mdr.2014.0222,True,Prevalence and Antimicrobial Resistance inEscherichia colifrom Food Animals in Lagos_ Nigeria.pdf,2015,,Mary Ann Liebert Inc,True,SciHub,Eyitayo O. Adenipekun and Charlene R. Jackson and Afolabi Oluwadun and Bamidele A. Iwalokun and Jonathan G. Frye and John B. Barrett and Lari M. Hiott and Tiffanie A. Woodley
"Characterization of Antimicrobial Susceptibility and Its Association with Virulence Genes Related to Adherence, Invasion, and Cytotoxicity inCampylobacter jejuniandCampylobacter coliIsolates from Animals, Meat, and Humans",,10.1089/mdr.2015.0055,True,,2016,,Mary Ann Liebert Inc,False,,Lisette Lapierre and Mar{\'{\i}}a A. Gatica and V{\'{\i}}ctor Riquelme and Constanza Vergara and Jos{\'{e}} Manuel Ya{\~{n}}ez and Betty San Mart{\'{\i}}n and Leonardo S{\'{a}}enz and Maricel Vidal and Mar{\'{\i}}a Cristina Mart{\'{\i}}nez and Pamela Araya and Roberto Flores and Oscar Duery and Roberto Vidal
"Fecal Carriage of Extended-Spectrum β-Lactamases in Healthy Humans, Poultry, and Wild Birds in León, Nicaragua—A Shared Pool of blaCTX-M Genes and Possible Interspecies Clonal Spread of Extended-Spectrum β-Lactamases-Producing Escherichia coli",,10.1089/mdr.2015.0323,True,,2016,,Mary Ann Liebert Inc,False,,Badrul Hasan and Karl Laurell and Mufti Mahmud Rakib and Erik Ahlstedt and Jorge Hernandez and Mercedes Caceres and Josef D. JÃ¤rhult
First Report on Vancomycin-ResistantStaphylococcus aureusin Bovine and Caprine Milk,,10.1089/mdr.2015.0330,True,First Report on Vancomycin-ResistantStaphylococcus aureusin Bovine and Caprine Milk.pdf,2016,,Mary Ann Liebert Inc,True,SciHub,Debaraj Bhattacharyya and Jaydeep Banerjee and Samiran Bandyopadhyay and Bimalendu Mondal and Pramod K. Nanda and Indranil Samanta and Achintya Mahanti and Arun K. Das and Gunjan Das and Premanshu Dandapat and Subhasish Bandyopadhyay
Antibiotic Susceptibility and Molecular Screening of Class I Integron in Salmonella Isolates Recovered from Retail Raw Chicken Carcasses in China,,10.1089/mdr.2015.0359,True,Antibiotic Susceptibility and Molecular Screening of Class I Integron in Salmonella Isolates Recovered from Retail Raw Chicken Carcasses in China.pdf,2017,,Mary Ann Liebert Inc,True,SciHub,Xiaofeng Meng and Zengfeng Zhang and Keting Li and Yin Wang and Xiaodong Xia and Xin Wang and Meili Xi and Jianghong Meng and Shenghui Cui and Baowei Yang
"Antimicrobial Resistance and Virulence-Associated Genes ofCampylobacterspp. Isolated from Raw Milk, Fish, Poultry, and Red Meat",,10.1089/mdr.2016.0183,True,Antimicrobial Resistance and Virulence-Associated Genes ofCampylobacterspp. Isolated from Raw Milk_ Fish_ Poultry_ and Red Meat.pdf,2017,,Mary Ann Liebert Inc,True,SciHub,Mojtaba Raeisi and Rahem Khoshbakht and Ezzat Allah Ghaemi and Mahsan Bayani and Mohammad Hashemi and Navisa Sadat Seyedghasemi and Hesamaddin Shirzad-Aski
"First Report on a Randomized Investigation of Antimicrobial Resistance in Fecal Indicator Bacteria from Livestock, Poultry, and Humans in Tanzania",,10.1089/mdr.2016.0297,True,First Report on a Randomized Investigation of Antimicrobial Resistance in Fecal Indicator Bacteria from Livestock_ Poultry_ and Humans in Tanzania.pdf,2018,,Mary Ann Liebert Inc,True,SciHub,Abdul A.S. Katakweba and Amandus P. Muhairwa and Athumani M. Lupindu and Peter Damborg and Jesper T. Rosenkrantz and Uswege M. Minga and Madundo M.A. Mtambo and John E. Olsen
Antibiotic Resistance inSalmonellafrom Retail Foods of Animal Origin and Its Association with Disinfectant and Heavy Metal Resistance,,10.1089/mdr.2017.0127,True,Antibiotic Resistance inSalmonellafrom Retail Foods of Animal Origin and Its Association with Disinfectant and Heavy Metal Resistance.pdf,2018,,Mary Ann Liebert Inc,True,SciHub,Wenwen Deng and Yuan Quan and Shengzhi Yang and Lijuan Guo and Xiuli Zhang and Shuliang Liu and Shujuan Chen and Kang Zhou and Li He and Bei Li and Yunfu Gu and Shaohua Zhao and Likou Zou
Diversity of CTX-M Extended-Spectrum β-Lactamases inEscherichia coliIsolates from Retail Raw Ground Beef: First Report of CTX-M-24 and CTX-M-32 in Algeria,,10.1089/mdr.2017.0171,True,Diversity of CTX-M Extended-Spectrum β-Lactamases inEscherichia coliIsolates from Retail Raw Ground Beef_ First Report of CTX-M-24 and CTX-M-32 in Algeria.pdf,2018,,Mary Ann Liebert Inc,True,SciHub,Nesrine Rebbah and Yamina Messai and Pierre Ch{\^{a}}tre and Marisa Haenni and Jean Yves Madec and Rabah Bakour
Molecular Characterization and Clonal Diversity of Methicillin-Resistant and -Susceptible Staphylococcus aureus Isolates of Milk of Cows with Clinical Mastitis in Tunisia,,10.1089/mdr.2017.0278,True,,2018,,Mary Ann Liebert Inc,False,,Amira Klibi and Ahlem Jouini and Paula G{\'{o}}mez and Khouloud Slimene and Sara Ceballos and Carmen Torres and Abderrazek Maaroufi
Prevalence of Extended-Spectrum Beta-Lactamase-Producing Gram-Negative Bacilli and Emergence ofmcr-1Colistin Resistance Gene in Lebanese Swine Farms,,10.1089/mdr.2018.0110,True,Prevalence of Extended-Spectrum Beta-Lactamase-Producing Gram-Negative Bacilli and Emergence ofmcr-1Colistin Resistance Gene in Lebanese Swine Farms.pdf,2019,,Mary Ann Liebert Inc,True,SciHub,Iman Dandachi and Elie Fayad and Bassel El-Bazzal and Ziad Daoud and Jean-Marc Rolain
Antimicrobial Resistance in Commensal Escherichia coli Isolated from Pigs and Pork Derived from Farms Either Routinely Using or Not Using In-Feed Antimicrobials,,10.1089/mdr.2018.0154,True,Antimicrobial Resistance in Commensal Escherichia coli Isolated from Pigs and Pork Derived from Farms Either Routinely Using or Not Using In-Feed Antimicrobials.pdf,2018,,Mary Ann Liebert Inc,True,SciHub,Kittitat Lugsomya and Jitrapa Yindee and Waree Niyomtham and Chanwit Tribuddharat and Padet Tummaruk and David J. Hampson and Nuvee Prapasarakul
Evaluating Dissemination Mechanisms of Antibiotic-Resistant Bacteria in Rural Environments in China by Using CTX-M-Producing Escherichia coli as an Indicator,,10.1089/mdr.2018.0431,True,Evaluating Dissemination Mechanisms of Antibiotic-Resistant Bacteria in Rural Environments in China by Using CTX-M-Producing Escherichia coli as an Indicator.pdf,2019,,Mary Ann Liebert Inc,True,SciHub,Huiyun Zou and Beiwen Zheng and Mingli Sun and Jakob Ottoson and Yubo Li and BjÃ¶rn Berglund and Xiaohui Chi and Xiang Ji and Xuewen Li and Cecilia St{\aa}lsby Lundborg and Lennart E. Nilsson
"Occurrence and Characterization of Shiga Toxin-ProducingEscherichia coliO157:H7 and Other Non-Sorbitol–FermentingE. coliin Cattle and Humans in Urban Areas of Morogoro, Tanzania",,10.1089/vbz.2013.1502,True,,2014,,Mary Ann Liebert Inc,False,,Athumani M. Lupindu and John E. Olsen and Helena A. Ngowi and Peter L. M. Msoffe and Madundo M. Mtambo and Flemming Scheutz and Anders Dalsgaard
Molecular Characterization ofStaphylococcus aureusfrom Nasal Samples of Healthy Farm Animals and Pets in Tunisia,,10.1089/vbz.2014.1655,True,Molecular Characterization ofStaphylococcus aureusfrom Nasal Samples of Healthy Farm Animals and Pets in Tunisia.pdf,2015,,Mary Ann Liebert Inc,True,SciHub,Haythem Gharsa and Karim Ben Slama and Elena G{\'{o}}mez-Sanz and Carmen Lozano and Myriam Zarazaga and Lilia Messadi and Abdellatif Boudabous and Carmen Torres
"Occurrence, Virulence Factors, Antimicrobial Resistance, and Genotyping ofStaphylococcus aureusStrains Isolated from Chicken Products and Humans",,10.1089/vbz.2015.1891,True,Occurrence_ Virulence Factors_ Antimicrobial Resistance_ and Genotyping ofStaphylococcus aureusStrains Isolated from Chicken Products and Humans.pdf,2016,,Mary Ann Liebert Inc,True,SciHub,Rasha M. El Bayomi and Heba A. Ahmed and Maysa A. I. Awadallah and Rasha A. Mohsen and Abeer E. Abd El-Ghafar and Mahmoud A. Abdelrahman
,,10.1089=fpd.2007.0017,False,,,,,False,,
,,10.1089=fpd.2008.0138,False,,,,,False,,
,,10.1089=fpd.2009.0284,False,,,,,False,,
,,10.1089=fpd.2009.0341,False,,,,,False,,
,,10.1089=fpd.2009.0365,False,,,,,False,,
,,10.1089=fpd.2009.0378,False,,,,,False,,
,,10.1089=fpd.2009.0433,False,,,,,False,,
,,10.1089=fpd.2010.0581,False,,,,,False,,
,,10.1089=fpd.2010.0688,False,,,,,False,,
,,10.1089=mdr.2009.0127,False,,,,,False,,
,,10.1089fpd.2010.0613,False,,,,,False,,
,,10.1089mdr.2009.0894,False,,,,,False,,
The Role of Mobile Genetic Elements in the Spread of Antimicrobial-Resistant Escherichia coli From Chickens to Humans in Small-Scale Production Poultry Operations in Rural Ecuador,,10.1093/aje/kwx286,True,,2017,,Oxford University Press ({OUP}),False,,Kara A Moser and Lixin Zhang and Ian Spicknall and Nikolay P Braykov and Karen Levy and Carl F Marrs and Betsy Foxman and Gabriel Trueba and William Cevallos and Jason Goldstick and James Trostle and Joseph N S Eisenberg
"Methicillin-resistant Staphylococcus aureus in minas frescal cheese: evaluation of classic enterotoxin genes, antimicrobial resistance and clonal diversity",,10.1093/femsle/fnx232,True,Methicillin-resistant Staphylococcus aureus in minas frescal cheese_ evaluation of classic enterotoxin genes_ antimicrobial resistance and clonal diversity.pdf,2017,,Oxford University Press ({OUP}),True,SciHub,Alice Gon{\c{c}}alves Martins Gonzalez and Leila M{\'{a}}rcia Peres Marques and Marcel da Silva Amorim Gomes and Jhonathan Campos do Couto Beltr{\~{a}}o and Marcos Gabriel Pinheiro and Luciana Maria Ramires Esper and Geraldo Renato de Paula and Lenise Arneiro Teixeira and F{\'{a}}bio Aguiar-Alves
Characterization of CTX-M and SHV extended-spectrum  -lactamases and associated resistance genes in Escherichia coli strains of food samples in Tunisia,,10.1093/jac/dkm316,True,Characterization of CTX-M and SHV extended-spectrum _-lactamases and associated resistance genes in Escherichia coli strains of food samples in Tunisia.pdf,2007,,Oxford University Press ({OUP}),True,SciHub,A. Jouini and L. Vinue and K. B. Slama and Y. Saenz and N. Klibi and S. Hammami and A. Boudabous and C. Torres
"Prevalence of antibiotic resistance in Campylobacter isolates from commercial poultry suppliers in KwaZulu-Natal, South Africa",,10.1093/jac/dkn408,True,Prevalence of antibiotic resistance in Campylobacter isolates from commercial poultry suppliers in KwaZulu-Natal_ South Africa.pdf,2008,,Oxford University Press ({OUP}),True,SciHub,L. A. Bester and S. Y. Essack
Plasmid-mediated quinolone resistance and  -lactamases in Escherichia coli from healthy animals from Nigeria,,10.1093/jac/dkr085,True,Plasmid-mediated quinolone resistance and _-lactamases in Escherichia coli from healthy animals from Nigeria.pdf,2011,,Oxford University Press ({OUP}),True,SciHub,D. Fortini and K. Fashae and A. Garcia-Fernandez and L. Villa and A. Carattoli
"Identification of fluoroquinolone-resistant extended-spectrum  -lactamase (CTX-M-8)-producing Escherichia coli ST224, ST2179 and ST2308 in buffalo (Bubalus bubalis)",,10.1093/jac/dku218,True,Identification of fluoroquinolone-resistant extended-spectrum _-lactamase _CTX-M-8_-producing Escherichia coli ST224_ ST2179 and ST2308 in buffalo _Bubalus bubalis_.pdf,2014,,Oxford University Press ({OUP}),True,SciHub,J. Aizawa and N. Neuwirt and L. Barbato and P. R. Neves and L. Leigue and J. Padilha and A. F. Pestana de Castro and L. Gregory and N. Lincopan
Prevalence and risk factors for carriage of antimicrobial-resistant Escherichia coli on household and small-scale chicken farms in the Mekong Delta of Vietnam,,10.1093/jac/dkv053,True,Prevalence and risk factors for carriage of antimicrobial-resistant Escherichia coli on household and small-scale chicken farms in the Mekong Delta of Vietnam.pdf,2015,,Oxford University Press ({OUP}),True,SciHub,N. V. Trung and J. J. Carrique-Mas and N. Thi Hoa and H. H. Mai and H. T. Tuyen and J. I. Campbell and N. T. Nhung and H. N. Nhung and P. Van Minh and J. A. Wagenaar and A. Hardon and T. Q. Hieu and C. Schultsz
Clonal transmission of a colistin-resistantEscherichia colifrom a domesticated pig to a human in Laos: Table 1.,,10.1093/jac/dkv252,True,Clonal transmission of a colistin-resistantEscherichia colifrom a domesticated pig to a human in Laos_ Table_1..pdf,2015,,Oxford University Press ({OUP}),True,SciHub,Abiola Olumuyiwa Olaitan and Boupha Thongmalayvong and Kongsap Akkhavong and Silaphet Somphavong and Phimpha Paboriboune and Syseng Khounsy and Serge Morand and Jean-Marc Rolain
Atypical epidemiology of CTX-M-15 among Enterobacteriaceae from a high diversity of non-clinical niches in Angola: Table 1.,,10.1093/jac/dkv489,True,Atypical epidemiology of CTX-M-15 among Enterobacteriaceae from a high diversity of non-clinical niches in Angola_ Table_1..pdf,2016,,Oxford University Press ({OUP}),True,SciHub,T. G. Ribeiro and {\^{A}}. Novais and L. Peixe and E. Machado
blaNDM-5-carrying IncX3 plasmid inEscherichia coliST1284 isolated from raw milk collected in a dairy farm in Algeria,,10.1093/jac/dkw160,True,blaNDM-5-carrying IncX3 plasmid inEscherichia coliST1284 isolated from raw milk collected in a dairy farm in Algeria.pdf,2016,,Oxford University Press ({OUP}),True,SciHub,Lydia Yaici and Marisa Haenni and Estelle Saras and Wafa Boudehouche and Abdelaziz Touati and Jean-Yves Madec
